LatGridBinSize 2.0
LonGridBinSize 2.0
LAT  LON   EVENT_COUNT  MAX_DEPTH  MIN_DEPTH  AVG_DEPTH  MIN_MAG  MAX_MAG  AVG_MAG
-38 46 24 15.97 10.0 10.45 5.9 4.0 4.57
-38 48 4 10.0 10.0 10.0 4.8 4.6 4.7
-38 76 4 10.0 10.0 10.0 5.1 4.1 4.53
-38 78 25 15.23 10.0 11.36 6.4 4.3 4.78
-38 80 1 10.0 10.0 10.0 5.3 5.3 5.3
-38 94 1 10.0 10.0 10.0 4.9 4.9 4.9
-38 110 1 10.0 10.0 10.0 4.2 4.2 4.2
-38 142 1 10.0 10.0 10.0 4.8 4.8 4.8
-38 144 3 10.0 2.0 6.0 4.4 3.6 3.9
-38 146 2 13.0 10.0 11.5 5.2 4.6 4.9
-38 172 5 228.37 11.0 92.31 4.8 4.2 4.46
-38 174 148 584.3 4.4 171.56 6.1 3.6 4.36
-38 176 136 209.2 2.4 80.7 6.3 3.7 4.4
-38 178 47 69.28 3.8 25.67 5.1 3.8 4.33
-36 -178 86 104.3 10.0 31.87 5.6 4.0 4.39
-36 -110 7 14.83 10.0 10.69 5.6 4.6 5.09
-36 -108 1 9.9 9.9 9.9 4.8 4.8 4.8
-36 -104 2 10.0 10.0 10.0 4.7 4.1 4.4
-36 -102 5 19.08 10.0 11.82 5.5 4.6 4.96
-36 -100 28 35.0 10.0 11.46 6.3 4.3 4.99
-36 -98 26 20.35 10.0 10.74 5.8 4.2 4.71
-36 -96 43 16.83 10.0 10.31 6.3 4.3 4.76
-36 -94 23 13.76 10.0 10.16 5.4 4.2 4.73
-36 -92 3 10.0 10.0 10.0 5.1 4.2 4.6
-36 -90 1 10.0 10.0 10.0 4.4 4.4 4.4
-36 -74 129 47.0 3.1 22.55 7.4 3.8 4.51
-36 -72 834 116.97 1.0 29.76 8.8 3.5 4.62
-36 -70 51 167.5 3.3 90.55 6.0 4.0 4.49
-36 -68 1 26.6 26.6 26.6 4.2 4.2 4.2
-36 -62 1 14.55 14.55 14.55 4.0 4.0 4.0
-36 -44 1 10.0 10.0 10.0 4.5 4.5 4.5
-36 -38 1 14.77 14.77 14.77 5.0 5.0 5.0
-36 -16 13 10.0 10.0 10.0 5.2 4.3 4.71
-36 -10 1 10.0 10.0 10.0 4.1 4.1 4.1
-36 46 2 10.0 10.0 10.0 5.0 4.4 4.7
-36 48 8 14.2 10.0 10.52 6.0 4.5 4.91
-36 50 20 12.8 10.0 10.14 5.8 4.0 4.74
-36 52 41 13.69 6.0 9.92 5.6 4.0 4.6
-36 76 5 10.0 10.0 10.0 4.8 4.3 4.54
-36 78 56 10.0 4.41 9.9 6.0 4.0 4.75
-36 88 1 10.0 10.0 10.0 4.9 4.9 4.9
-36 110 1 22.92 22.92 22.92 4.3 4.3 4.3
-36 124 1 10.0 10.0 10.0 4.1 4.1 4.1
-36 142 1 2.0 2.0 2.0 3.8 3.8 3.8
-36 174 7 286.34 6.0 215.06 4.8 3.9 4.23
-36 176 304 399.6 2.4 155.27 5.8 3.7 4.35
-36 178 412 259.57 1.2 28.18 7.0 4.0 4.52
-34 -178 296 164.92 3.23 29.94 6.1 4.0 4.53
-34 -176 4 35.0 10.0 17.24 4.8 4.5 4.65
-34 -118 1 10.0 10.0 10.0 4.8 4.8 4.8
-34 -112 5 10.0 10.0 10.0 4.8 4.4 4.64
-34 -110 17 10.0 10.0 10.0 5.0 4.3 4.67
-34 -108 58 15.08 9.9 10.18 5.5 4.4 4.81
-34 -106 28 11.8 5.76 9.91 5.8 4.1 4.82
-34 -104 27 14.0 8.32 10.28 5.7 4.4 4.95
-34 -102 23 10.4 10.0 10.02 5.9 4.5 5.13
-34 -100 10 11.59 10.0 10.16 5.0 4.1 4.66
-34 -98 3 15.7 10.0 11.9 5.1 4.6 4.8
-34 -96 1 10.0 10.0 10.0 4.3 4.3 4.3
-34 -92 1 10.0 10.0 10.0 5.3 5.3 5.3
-34 -74 22 44.2 6.63 23.5 5.4 4.2 4.63
-34 -72 908 67.0 2.5 29.57 7.1 3.5 4.55
-34 -70 425 162.36 3.9 46.72 7.0 3.5 4.48
-34 -68 12 213.24 5.73 95.47 5.0 4.0 4.36
-34 -66 4 14.3 11.0 12.12 4.7 3.9 4.38
-34 -16 14 10.0 10.0 10.0 7.0 4.8 5.34
-34 -14 27 16.46 10.0 10.29 5.7 4.1 4.84
-34 38 1 10.0 10.0 10.0 4.6 4.6 4.6
-34 52 11 10.0 9.7 9.97 5.4 4.4 4.68
-34 54 23 15.36 9.98 10.41 6.1 4.2 4.74
-34 56 5 12.12 10.0 10.42 5.3 4.5 4.78
-34 58 6 15.18 10.0 11.7 5.6 4.2 4.73
-34 72 2 14.81 10.0 12.4 4.6 4.5 4.55
-34 74 1 10.0 10.0 10.0 4.5 4.5 4.5
-34 76 5 10.0 10.0 10.0 4.7 4.4 4.58
-34 78 14 14.6 10.0 10.33 5.0 4.0 4.7
-34 116 4 10.0 10.0 10.0 5.3 4.2 4.8
-34 134 1 11.69 11.69 11.69 4.2 4.2 4.2
-34 136 1 10.0 10.0 10.0 4.5 4.5 4.5
-34 138 2 10.0 0.0 5.0 3.9 3.8 3.85
-34 148 2 10.0 4.0 7.0 3.8 3.7 3.75
-34 172 1 445.3 445.3 445.3 4.2 4.2 4.2
-34 174 1 421.1 421.1 421.1 4.5 4.5 4.5
-34 176 5 316.2 184.2 256.08 4.4 4.0 4.16
-34 178 184 285.16 5.0 125.62 6.6 4.0 4.47
-32 -178 980 436.37 0.9 30.32 6.1 4.0 4.58
-32 -176 199 95.4 7.5 17.79 6.5 4.1 4.59
-32 -174 1 15.01 15.01 15.01 4.6 4.6 4.6
-32 -172 1 10.0 10.0 10.0 4.4 4.4 4.4
-32 -110 15 16.54 10.0 11.74 7.0 4.4 5.21
-32 -108 14 16.46 10.0 11.74 5.3 4.5 4.85
-32 -92 1 10.0 10.0 10.0 4.4 4.4 4.4
-32 -80 1 10.0 10.0 10.0 4.5 4.5 4.5
-32 -74 1 12.7 12.7 12.7 4.8 4.8 4.8
-32 -72 481 55.0 0.6 23.2 6.9 3.5 4.49
-32 -70 511 121.0 2.9 43.52 6.7 3.5 4.45
-32 -68 84 186.0 6.94 62.43 5.8 3.5 4.39
-32 -66 21 205.02 10.0 91.39 6.3 3.9 4.51
-32 -64 6 40.1 8.89 16.88 4.7 3.6 4.05
-32 -16 1 10.0 10.0 10.0 4.8 4.8 4.8
-32 -14 16 10.0 5.0 9.62 5.8 4.4 4.84
-32 -12 3 10.0 10.0 10.0 5.4 4.6 4.87
-32 2 1 10.0 10.0 10.0 5.6 5.6 5.6
-32 22 2 10.0 5.0 7.5 4.5 4.1 4.3
-32 52 1 10.0 10.0 10.0 4.4 4.4 4.4
-32 54 1 10.0 10.0 10.0 4.8 4.8 4.8
-32 56 35 15.66 4.73 10.36 6.0 4.2 4.75
-32 76 26 15.5 10.0 10.56 5.1 4.4 4.71
-32 78 9 14.73 10.0 10.53 5.3 4.4 4.81
-32 80 2 10.0 10.0 10.0 4.7 4.5 4.6
-32 104 1 10.09 10.09 10.09 4.6 4.6 4.6
-32 118 1 10.0 10.0 10.0 4.2 4.2 4.2
-32 122 9 15.0 0.0 4.38 5.2 3.9 4.4
-32 130 1 10.0 10.0 10.0 4.6 4.6 4.6
-32 136 3 15.0 10.0 11.67 4.7 3.9 4.27
-32 138 6 23.93 0.0 8.15 4.6 4.0 4.33
-32 142 1 10.0 10.0 10.0 4.0 4.0 4.0
-32 148 1 14.53 14.53 14.53 4.2 4.2 4.2
-32 150 3 10.0 10.0 10.0 4.2 3.7 3.93
-32 152 1 10.0 10.0 10.0 3.9 3.9 3.9
-32 178 103 483.89 10.0 214.18 6.0 3.9 4.43
-30 -178 583 470.51 5.15 101.31 7.3 3.8 4.59
-30 -176 984 254.11 1.6 21.45 6.4 4.0 4.65
-30 -174 5 69.3 10.0 22.73 5.4 4.3 4.94
-30 -110 9 10.0 10.0 10.0 6.0 4.5 5.14
-30 -80 1 10.0 10.0 10.0 4.2 4.2 4.2
-30 -72 460 53.21 2.31 12.9 6.4 3.5 4.41
-30 -70 953 154.64 2.4 36.78 8.3 3.6 4.48
-30 -68 214 242.5 4.0 96.22 6.4 3.6 4.44
-30 -66 54 154.0 10.0 70.49 5.0 3.7 4.39
-30 -64 16 187.18 10.0 101.31 5.6 3.8 4.52
-30 -12 18 14.98 10.0 10.28 5.4 4.2 4.79
-30 28 1 10.0 10.0 10.0 4.5 4.5 4.5
-30 30 1 5.0 5.0 5.0 4.2 4.2 4.2
-30 56 41 10.0 10.0 10.0 5.4 4.2 4.63
-30 58 125 14.94 10.0 10.09 5.9 4.0 4.68
-30 60 8 10.0 10.0 10.0 5.6 4.3 4.65
-30 74 6 15.43 10.0 11.66 4.8 4.3 4.6
-30 76 8 15.28 10.0 10.66 5.0 4.5 4.75
-30 110 1 10.0 10.0 10.0 4.3 4.3 4.3
-30 116 1 10.0 10.0 10.0 4.4 4.4 4.4
-30 118 1 10.0 10.0 10.0 4.5 4.5 4.5
-30 120 3 10.0 0.0 3.33 5.2 4.5 4.73
-30 122 1 14.98 14.98 14.98 4.1 4.1 4.1
-30 150 2 0.0 0.0 0.0 4.1 4.0 4.05
-30 164 1 10.0 10.0 10.0 5.4 5.4 5.4
-30 174 1 10.0 10.0 10.0 4.2 4.2 4.2
-30 178 59 552.84 40.82 416.83 6.0 3.9 4.39
-28 -178 177 420.4 5.04 194.5 6.1 3.9 4.48
-28 -176 832 203.3 3.0 27.44 7.6 4.0 4.66
-28 -174 59 46.68 3.4 14.96 5.3 4.0 4.58
-28 -166 1 11.9 11.9 11.9 4.6 4.6 4.6
-28 -118 1 10.0 10.0 10.0 4.8 4.8 4.8
-28 -112 15 14.21 9.8 10.27 5.9 4.5 5.15
-28 -110 25 15.83 10.0 10.68 6.0 4.5 5.0
-28 -80 1 10.0 10.0 10.0 4.3 4.3 4.3
-28 -72 91 41.42 3.92 13.29 6.9 3.8 4.48
-28 -70 302 138.65 5.2 46.4 6.8 3.7 4.45
-28 -68 103 171.99 5.0 97.36 5.8 3.7 4.49
-28 -66 88 188.0 7.4 120.41 5.7 3.6 4.48
-28 -64 10 65.0 10.0 25.97 5.6 3.6 4.39
-28 -62 11 605.91 553.9 578.27 6.7 4.2 5.26
-28 -12 32 10.0 3.9 9.6 5.8 4.0 4.69
-28 -10 1 10.0 10.0 10.0 4.8 4.8 4.8
-28 -2 1 10.0 10.0 10.0 5.1 5.1 5.1
-28 20 7 5.0 5.0 5.0 4.6 4.1 4.37
-28 24 1 5.0 5.0 5.0 4.4 4.4 4.4
-28 26 9 9.15 5.0 5.46 4.9 4.2 4.4
-28 30 2 15.3 15.01 15.16 4.3 3.7 4.0
-28 58 1 10.0 10.0 10.0 4.3 4.3 4.3
-28 60 157 16.48 8.16 10.34 5.8 4.1 4.6
-28 62 22 15.04 9.75 10.3 5.0 4.1 4.47
-28 64 1 10.0 10.0 10.0 4.4 4.4 4.4
-28 66 1 10.0 10.0 10.0 4.4 4.4 4.4
-28 68 1 10.0 10.0 10.0 4.5 4.5 4.5
-28 72 6 10.0 10.0 10.0 4.6 4.3 4.5
-28 74 40 17.1 10.0 10.18 5.5 4.2 4.67
-28 84 1 10.0 10.0 10.0 4.7 4.7 4.7
-28 86 1 14.73 14.73 14.73 4.4 4.4 4.4
-28 96 1 10.0 10.0 10.0 5.2 5.2 5.2
-28 136 3 13.0 9.0 10.67 4.2 4.0 4.1
-28 138 1 10.0 10.0 10.0 4.4 4.4 4.4
-28 142 1 0.0 0.0 0.0 4.2 4.2 4.2
-28 166 2 16.91 10.0 13.46 4.6 4.3 4.45
-28 178 7 628.51 471.54 570.9 5.1 4.0 4.61
-26 -178 61 524.09 10.0 285.0 6.0 4.0 4.53
-26 -176 313 469.12 5.28 57.93 6.0 4.0 4.66
-26 -174 34 58.7 9.76 17.66 5.8 4.2 4.64
-26 -172 1 10.0 10.0 10.0 4.9 4.9 4.9
-26 -168 1 10.0 10.0 10.0 4.4 4.4 4.4
-26 -140 1 10.0 10.0 10.0 5.2 5.2 5.2
-26 -138 1 10.0 10.0 10.0 4.7 4.7 4.7
-26 -114 34 14.0 7.0 10.08 6.1 4.2 4.97
-26 -112 16 11.7 10.0 10.11 5.3 4.2 4.72
-26 -108 2 14.8 10.0 12.4 5.0 4.9 4.95
-26 -72 4 39.7 10.0 23.68 4.7 4.2 4.43
-26 -70 167 112.68 4.87 39.9 6.3 3.5 4.4
-26 -68 53 148.53 6.8 88.6 5.4 3.9 4.48
-26 -66 90 209.68 9.9 142.02 5.4 4.0 4.49
-26 -64 13 59.71 10.0 26.28 5.6 3.7 4.53
-26 -62 30 626.01 554.05 573.51 7.0 4.0 4.73
-26 -12 7 14.45 9.97 10.63 4.9 4.5 4.7
-26 -10 6 15.08 10.0 10.85 5.4 4.5 4.92
-26 6 1 10.0 10.0 10.0 4.5 4.5 4.5
-26 26 83 8.42 1.19 4.82 5.4 4.0 4.46
-26 28 1 5.0 5.0 5.0 4.6 4.6 4.6
-26 30 3 5.0 5.0 5.0 4.4 3.7 4.13
-26 38 1 1.2 1.2 1.2 4.9 4.9 4.9
-26 62 4 10.0 10.0 10.0 4.6 4.2 4.4
-26 64 19 15.08 10.0 10.44 5.1 4.2 4.58
-26 66 71 15.26 10.0 10.2 5.7 4.1 4.69
-26 68 4 10.0 10.0 10.0 5.2 4.5 4.77
-26 70 45 15.1 9.45 10.13 5.4 4.1 4.63
-26 72 6 14.99 10.0 10.83 4.8 4.4 4.63
-26 74 14 13.96 10.0 10.53 5.5 4.1 4.79
-26 78 2 10.0 10.0 10.0 4.5 4.2 4.35
-26 84 1 10.0 10.0 10.0 4.4 4.4 4.4
-26 112 1 15.0 15.0 15.0 4.0 4.0 4.0
-26 120 1 10.0 10.0 10.0 4.5 4.5 4.5
-26 124 1 0.0 0.0 0.0 4.2 4.2 4.2
-26 130 4 15.0 0.0 6.94 5.3 4.2 4.77
-26 172 1 22.22 22.22 22.22 4.4 4.4 4.4
-26 178 76 643.72 421.7 544.38 6.5 4.1 4.58
-24 -178 393 590.71 10.0 477.2 6.0 3.9 4.42
-24 -176 311 446.96 2.0 84.13 6.1 4.0 4.62
-24 -174 161 81.2 8.76 19.66 5.9 4.0 4.7
-24 -172 3 35.0 10.0 19.63 4.7 4.3 4.53
-24 -170 1 10.0 10.0 10.0 4.4 4.4 4.4
-24 -116 14 10.0 10.0 10.0 5.5 4.0 4.87
-24 -114 32 16.66 10.0 10.22 6.1 4.2 4.79
-24 -112 3 22.1 10.0 14.03 5.1 4.2 4.77
-24 -110 9 10.19 9.57 9.97 6.0 4.6 5.2
-24 -82 1 10.0 10.0 10.0 4.5 4.5 4.5
-24 -70 105 79.2 8.5 39.36 6.2 3.7 4.47
-24 -68 91 171.32 6.0 96.29 5.5 3.7 4.36
-24 -66 551 268.1 10.0 187.27 5.8 3.6 4.35
-24 -64 30 123.27 5.0 30.18 6.3 3.9 4.67
-24 -14 3 10.0 10.0 10.0 4.6 4.1 4.4
-24 -12 20 11.34 9.3 10.01 5.5 4.1 4.77
-24 -8 1 10.0 10.0 10.0 5.8 5.8 5.8
-24 14 1 10.0 10.0 10.0 4.1 4.1 4.1
-24 26 3 5.0 5.0 5.0 4.2 3.6 4.0
-24 28 1 5.0 5.0 5.0 4.8 4.8 4.8
-24 30 2 5.0 5.0 5.0 4.6 4.1 4.35
-24 32 1 10.0 10.0 10.0 4.4 4.4 4.4
-24 68 48 16.88 7.3 11.08 5.2 4.1 4.63
-24 70 37 11.48 8.45 10.0 5.0 4.3 4.65
-24 74 1 10.0 10.0 10.0 4.6 4.6 4.6
-24 78 1 10.0 10.0 10.0 4.6 4.6 4.6
-24 82 3 10.0 10.0 10.0 4.6 4.0 4.33
-24 90 1 10.0 10.0 10.0 4.4 4.4 4.4
-24 112 1 10.0 10.0 10.0 4.5 4.5 4.5
-24 128 12 13.86 0.0 4.56 6.0 3.9 4.4
-24 150 1 15.0 15.0 15.0 4.9 4.9 4.9
-24 154 6 15.31 9.0 10.55 5.5 4.2 4.8
-24 168 1 18.68 18.68 18.68 5.2 5.2 5.2
-24 170 2 15.03 1.6 8.32 4.8 4.1 4.45
-24 178 541 644.68 458.46 521.35 6.6 4.0 4.49
-22 -178 769 634.16 10.0 528.32 6.9 4.0 4.48
-22 -176 243 540.16 10.0 151.7 7.4 4.0 4.64
-22 -174 402 171.0 1.0 25.4 6.0 4.0 4.72
-22 -172 39 35.7 5.1 19.04 4.9 4.1 4.52
-22 -170 4 15.06 10.0 12.52 4.6 4.5 4.57
-22 -114 41 12.0 10.0 10.13 5.6 4.2 4.72
-22 -112 21 14.7 9.98 10.25 6.0 4.4 4.81
-22 -110 8 10.02 9.45 9.93 4.8 4.0 4.39
-22 -76 1 10.0 10.0 10.0 4.4 4.4 4.4
-22 -70 79 74.56 9.0 34.82 5.7 3.5 4.34
-22 -68 381 202.6 18.9 108.02 6.3 3.6 4.42
-22 -66 553 307.79 27.54 210.35 6.7 3.7 4.4
-22 -64 33 336.34 9.52 107.01 5.8 4.0 4.6
-22 -62 24 557.17 30.5 489.02 5.9 4.1 4.7
-22 -40 1 10.0 10.0 10.0 4.2 4.2 4.2
-22 -14 2 10.0 10.0 10.0 4.8 4.4 4.6
-22 -12 22 10.0 10.0 10.0 5.4 4.3 4.83
-22 -10 4 10.0 10.0 10.0 5.3 4.6 4.97
-22 24 12 29.0 10.0 13.37 6.5 4.0 4.81
-22 30 1 5.0 5.0 5.0 4.5 4.5 4.5
-22 36 3 10.0 10.0 10.0 4.5 4.1 4.3
-22 38 3 14.69 10.0 11.56 4.6 4.0 4.37
-22 42 1 10.0 10.0 10.0 5.3 5.3 5.3
-22 48 1 15.6 15.6 15.6 4.5 4.5 4.5
-22 66 1 10.0 10.0 10.0 4.4 4.4 4.4
-22 68 46 10.0 9.0 9.98 5.4 4.0 4.6
-22 82 15 12.35 10.0 10.16 5.6 4.5 4.92
-22 84 2 10.0 10.0 10.0 4.6 4.1 4.35
-22 112 1 10.0 10.0 10.0 5.8 5.8 5.8
-22 118 1 9.0 9.0 9.0 4.7 4.7 4.7
-22 120 2 11.25 10.0 10.62 4.5 4.3 4.4
-22 126 1 10.0 10.0 10.0 4.1 4.1 4.1
-22 128 2 10.0 10.0 10.0 4.2 4.2 4.2
-22 152 1 10.0 10.0 10.0 4.6 4.6 4.6
-22 166 2 10.0 10.0 10.0 4.6 4.5 4.55
-22 168 209 73.1 3.18 11.79 6.6 4.0 4.66
-22 170 259 167.9 5.2 33.67 7.1 4.0 4.73
-22 172 157 81.01 8.19 17.34 7.2 4.2 4.7
-22 174 2 42.58 10.0 26.29 5.4 4.4 4.9
-22 178 242 625.02 300.0 544.63 6.7 4.0 4.53
-20 -178 1008 670.73 10.0 569.63 7.3 3.8 4.5
-20 -176 653 637.79 9.9 424.26 6.0 3.9 4.43
-20 -174 350 430.32 2.1 55.01 6.4 4.0 4.78
-20 -172 253 86.0 3.16 15.33 6.1 4.0 4.79
-20 -170 1 13.31 13.31 13.31 4.6 4.6 4.6
-20 -114 3 10.0 10.0 10.0 5.5 4.4 4.8
-20 -112 7 10.0 8.6 9.71 4.8 4.3 4.61
-20 -72 1 10.0 10.0 10.0 4.1 4.1 4.1
-20 -70 462 74.57 1.0 21.93 7.7 3.7 4.48
-20 -68 774 211.24 22.26 113.38 6.4 3.7 4.37
-20 -66 200 310.49 107.1 204.65 5.4 3.9 4.36
-20 -64 10 341.15 10.0 230.04 5.1 4.0 4.44
-20 -62 10 570.42 20.57 502.86 6.8 4.1 4.75
-20 -50 1 10.0 10.0 10.0 3.5 3.5 3.5
-20 -14 1 14.5 14.5 14.5 5.1 5.1 5.1
-20 -12 1 10.0 10.0 10.0 4.6 4.6 4.6
-20 -10 21 10.01 10.0 10.0 5.4 4.2 4.72
-20 14 3 12.32 10.0 10.77 4.8 4.7 4.73
-20 16 1 10.0 10.0 10.0 3.5 3.5 3.5
-20 32 25 20.65 10.0 10.95 5.6 4.1 4.53
-20 46 1 7.26 7.26 7.26 5.5 5.5 5.5
-20 56 1 14.08 14.08 14.08 4.1 4.1 4.1
-20 58 1 10.0 10.0 10.0 4.8 4.8 4.8
-20 66 67 20.37 10.0 10.31 5.1 4.2 4.66
-20 68 28 16.27 10.0 11.58 5.2 4.0 4.49
-20 88 1 10.0 10.0 10.0 5.3 5.3 5.3
-20 94 1 10.0 10.0 10.0 4.9 4.9 4.9
-20 96 1 10.0 10.0 10.0 4.8 4.8 4.8
-20 114 1 15.0 15.0 15.0 5.2 5.2 5.2
-20 118 1 10.0 10.0 10.0 4.4 4.4 4.4
-20 120 3 15.69 10.0 12.56 4.6 4.0 4.33
-20 130 1 10.0 10.0 10.0 4.5 4.5 4.5
-20 132 2 10.0 10.0 10.0 4.9 4.4 4.65
-20 134 1 0.6 0.6 0.6 4.0 4.0 4.0
-20 146 3 7.0 0.0 4.0 5.0 4.0 4.43
-20 150 1 10.0 10.0 10.0 4.7 4.7 4.7
-20 162 1 13.7 13.7 13.7 4.2 4.2 4.2
-20 166 17 68.3 10.0 19.76 4.9 4.0 4.39
-20 168 1081 185.1 2.2 21.36 7.5 4.0 4.7
-20 170 153 246.64 4.13 68.7 6.6 4.0 4.66
-20 172 76 67.91 8.0 22.52 6.1 4.0 4.69
-20 174 13 400.0 10.0 68.04 5.5 4.2 4.7
-20 176 18 73.9 7.05 28.15 5.8 4.2 4.73
-20 178 14 639.82 10.0 412.12 5.4 4.0 4.47
-18 -178 607 697.36 10.0 569.4 8.2 3.8 4.43
-18 -176 840 659.88 6.43 507.18 7.1 3.9 4.41
-18 -174 421 467.62 7.3 135.16 6.6 3.9 4.66
-18 -172 319 178.77 4.0 21.31 6.2 4.0 4.7
-18 -170 6 15.25 10.0 12.21 5.5 4.4 4.75
-18 -132 1 10.0 10.0 10.0 5.0 5.0 5.0
-18 -126 1 10.0 10.0 10.0 5.3 5.3 5.3
-18 -72 1 18.63 18.63 18.63 4.4 4.4 4.4
-18 -70 569 129.53 3.32 25.25 8.2 3.5 4.44
-18 -68 323 197.88 1.9 110.7 6.4 3.7 4.5
-18 -66 44 276.35 48.6 233.46 5.2 4.0 4.36
-18 -64 7 604.55 10.0 262.7 4.6 4.3 4.4
-18 -62 18 601.08 10.0 250.29 6.5 4.0 4.86
-18 -56 1 12.31 12.31 12.31 4.1 4.1 4.1
-18 -16 1 10.0 10.0 10.0 4.7 4.7 4.7
-18 -12 5 16.43 10.0 11.29 5.5 4.6 5.04
-18 -10 8 10.0 10.0 10.0 5.2 4.1 4.59
-18 14 6 11.25 10.0 10.21 5.0 4.0 4.57
-18 32 2 15.56 10.0 12.78 4.3 4.3 4.3
-18 34 3 27.0 10.0 17.85 5.6 4.0 4.73
-18 40 1 10.0 10.0 10.0 4.7 4.7 4.7
-18 64 37 15.45 10.0 10.28 6.0 4.3 4.69
-18 66 15 10.0 6.0 9.73 5.4 4.2 4.66
-18 68 1 10.0 10.0 10.0 4.3 4.3 4.3
-18 86 1 13.74 13.74 13.74 4.3 4.3 4.3
-18 88 1 14.98 14.98 14.98 4.6 4.6 4.6
-18 90 1 10.0 10.0 10.0 4.4 4.4 4.4
-18 110 1 10.0 10.0 10.0 4.1 4.1 4.1
-18 112 1 10.0 10.0 10.0 5.3 5.3 5.3
-18 120 18 10.0 10.0 10.0 6.6 4.0 4.61
-18 122 1 10.0 10.0 10.0 4.0 4.0 4.0
-18 126 1 10.0 10.0 10.0 4.8 4.8 4.8
-18 128 1 4.57 4.57 4.57 4.9 4.9 4.9
-18 132 8 11.0 5.0 8.44 5.1 4.1 4.39
-18 148 4 10.0 2.0 8.0 5.7 4.0 4.52
-18 158 1 10.0 10.0 10.0 4.3 4.3 4.3
-18 164 1 13.75 13.75 13.75 4.5 4.5 4.5
-18 166 255 84.14 8.78 23.04 7.3 4.0 4.69
-18 168 804 309.76 1.5 102.77 7.2 4.0 4.65
-18 170 12 253.42 10.0 127.39 5.0 4.1 4.38
-18 172 16 96.9 10.0 37.33 5.9 4.3 4.62
-18 174 19 541.56 10.0 76.61 6.0 4.1 4.82
-18 176 83 76.9 3.92 15.89 6.9 4.0 4.82
-18 178 27 670.81 17.49 449.92 7.9 4.1 4.68
-16 -178 1206 670.17 8.4 552.48 6.8 3.9 4.41
-16 -176 375 643.82 5.9 357.84 6.5 4.0 4.46
-16 -174 444 574.97 10.0 161.13 6.4 4.0 4.49
-16 -172 563 254.5 3.0 37.17 6.1 4.0 4.66
-16 -170 29 38.25 10.0 16.32 5.4 4.1 4.63
-16 -148 1 16.4 16.4 16.4 4.8 4.8 4.8
-16 -146 1 12.06 12.06 12.06 4.4 4.4 4.4
-16 -114 2 18.0 10.1 14.05 6.3 4.7 5.5
-16 -74 40 112.6 8.18 34.62 5.8 4.0 4.53
-16 -72 115 162.71 8.0 58.68 6.4 3.8 4.45
-16 -70 124 207.65 9.8 87.39 5.3 3.7 4.36
-16 -68 171 235.16 10.0 160.77 6.2 4.0 4.46
-16 -66 8 286.44 16.67 148.65 5.0 4.0 4.5
-16 -64 15 429.6 10.0 82.46 6.3 4.0 4.49
-16 -62 10 39.5 10.0 27.86 5.3 4.2 4.64
-16 -42 1 10.0 10.0 10.0 4.1 4.1 4.1
-16 -14 42 10.68 7.45 9.92 6.3 4.4 4.92
-16 -12 21 16.7 9.9 10.36 5.5 4.2 4.85
-16 26 3 10.0 5.13 8.38 4.5 4.3 4.43
-16 28 1 10.0 10.0 10.0 4.6 4.6 4.6
-16 30 1 10.0 10.0 10.0 4.0 4.0 4.0
-16 34 13 17.0 10.0 10.7 5.5 4.1 4.54
-16 38 2 10.0 10.0 10.0 4.4 4.2 4.3
-16 40 4 18.3 10.0 12.08 4.6 4.2 4.43
-16 42 2 13.94 10.0 11.97 5.1 4.7 4.9
-16 48 1 10.0 10.0 10.0 4.2 4.2 4.2
-16 64 11 10.0 9.8 9.98 6.3 4.0 4.78
-16 66 40 20.0 10.0 10.33 6.7 4.3 4.88
-16 96 1 10.0 10.0 10.0 4.8 4.8 4.8
-16 118 2 10.0 10.0 10.0 5.0 4.4 4.7
-16 120 1 10.0 10.0 10.0 4.5 4.5 4.5
-16 122 1 10.0 10.0 10.0 4.4 4.4 4.4
-16 124 1 10.0 10.0 10.0 3.8 3.8 3.8
-16 146 1 0.0 0.0 0.0 3.6 3.6 3.6
-16 164 4 17.8 14.39 16.15 4.6 4.1 4.45
-16 166 508 202.3 2.99 27.01 7.1 4.0 4.67
-16 168 194 293.76 7.3 84.0 7.3 4.0 4.68
-16 170 10 160.17 10.0 40.85 6.1 4.3 4.88
-16 172 10 85.92 10.0 27.06 5.3 4.2 4.66
-16 174 24 85.9 10.0 23.29 6.1 4.2 4.89
-16 176 70 56.93 5.45 21.79 5.6 4.0 4.68
-16 178 60 675.49 7.31 327.42 5.9 4.0 4.58
-14 -178 72 546.99 6.0 247.42 6.5 4.0 4.61
-14 -176 190 460.59 5.6 239.35 5.9 3.9 4.55
-14 -174 255 448.51 6.12 121.83 6.7 4.0 4.68
-14 -172 760 381.1 0.0 26.19 6.8 4.0 4.68
-14 -170 19 35.0 10.0 19.11 5.3 4.1 4.64
-14 -110 1 10.0 10.0 10.0 4.7 4.7 4.7
-14 -76 79 91.89 1.1 24.02 6.1 4.0 4.46
-14 -74 191 135.4 1.0 46.03 7.1 3.8 4.59
-14 -72 182 165.64 3.9 80.24 6.8 3.6 4.49
-14 -70 158 267.0 5.52 119.32 7.0 3.9 4.58
-14 -68 16 263.8 35.0 223.41 5.3 3.8 4.41
-14 -66 2 19.5 15.97 17.74 4.3 4.1 4.2
-14 -64 2 585.11 549.9 567.5 6.6 4.7 5.65
