ID,Lat,Lon,Dep,OT,RMS,MinDist,Gap,NumPicks,Mag,DetectionTime,MatchedWith
us2000arna,0.353500,123.978500,181.620000,1504555925.430000,0.880000,204.256030,91.000000,0,4.100000,1507068195.040000,
us2000afme,42.608900,-111.454300,5.680000,1504555943.740000,0.500000,33.801760,124.000000,0,3.800000,1508258892.547000,
us2000alje,52.305500,-169.126700,35.000000,1504556067.260000,0.280000,67.158760,221.000000,0,2.700000,1507065052.040000,
us2000afmg,42.639600,-111.448800,10.000000,1504556249.090000,0.610000,31.689150,125.000000,0,3.000000,1508255265.040000,
us2000afmi,36.473400,71.093100,210.920000,1504556502.160000,0.790000,85.727490,75.000000,0,4.400000,1507060031.040000,
us2000afml,18.955700,-155.280000,12.345000,1504556658.290000,0.440000,29.242970,240.000000,0,2.300000,1507060182.040000,
us2000afmq,6.747500,-73.002600,155.720000,1504556902.740000,1.020000,94.733880,38.000000,0,4.900000,1507060429.302000,
us2000afmr,42.596400,-111.459200,10.000000,1504557173.860000,0.750000,34.802470,124.000000,0,2.400000,1508257965.040000,
us2000afmy,-24.214300,-66.707100,191.070000,1504557232.520000,0.980000,205.034360,217.000000,0,4.000000,1508259217.040000,
us2000afmv,42.612200,-111.465300,10.000000,1504558015.550000,0.550000,34.357710,139.000000,0,2.600000,1511309650.810000,
us2000arnc,-7.366600,155.991500,35.000000,1504558109.840000,0.430000,549.834550,155.000000,0,4.500000,1507068995.040000,
us2000afmx,42.586700,-111.430800,10.000000,1504558298.640000,0.260000,33.579380,119.000000,0,3.600000,1508259201.003000,
us2000afn4,-41.433400,-85.420600,10.000000,1504558724.940000,0.730000,1198.850580,82.000000,0,4.700000,1507061044.040000,
us2000arnd,-17.703800,-178.513500,532.520000,1504559001.380000,1.380000,363.813680,72.000000,0,4.100000,1505959716.040000,
us2000afn3,60.678000,-151.220200,67.600000,1504559103.000000,0.800000,0.000000,0.000000,0,4.100000,1505960119.040000,
us2000arne,-56.153800,-27.495800,134.050000,1504559241.650000,0.620000,609.098820,126.000000,0,4.400000,1505960539.040000,
us2000afn8,42.545800,-111.500800,5.060000,1504559803.300000,0.420000,40.917920,139.000000,0,2.700000,1511309657.190000,
us2000arng,-60.681900,-26.078200,10.000000,1504561996.200000,0.710000,946.338090,105.000000,0,5.000000,1505961437.040000,
us2000afnk,-19.262100,-70.009700,61.060000,1504562119.000000,1.000000,79.056090,53.000000,0,5.200000,1506633537.041000,
us2000afnn,42.583900,-111.428600,10.100000,1504562271.820000,0.480000,33.579380,119.000000,0,2.400000,1506898948.040000,
us2000afnx,42.612900,-111.447900,13.030000,1504563031.680000,0.480000,33.134620,64.000000,0,2.800000,1508272697.040000,
us2000afp1,42.595700,-111.433300,10.000000,1504563240.050000,0.770000,33.134620,135.000000,0,2.800000,1511309660.380000,
us2000afp3,42.586400,-111.413500,5.200000,1504563345.910000,0.370000,32.467480,117.000000,0,3.800000,1507770909.092000,
us2000afp9,42.642100,-111.470100,9.640000,1504563645.590000,0.580000,33.245810,141.000000,0,2.600000,1511309662.040000,
us2000afpa,42.587500,-111.440900,10.000000,1504563980.430000,0.490000,34.135330,155.000000,0,2.700000,1511309663.720000,
us2000afpd,42.570400,-111.437900,13.420000,1504564537.550000,0.380000,35.136040,134.000000,0,2.700000,1511309666.720000,
us2000afpl,42.591400,-111.421800,14.250000,1504565231.640000,0.440000,32.578670,118.000000,0,3.100000,1506899195.040000,
us2000aft4,42.593900,-111.437900,10.000000,1504565262.620000,0.690000,33.579380,121.000000,0,3.500000,1508273159.266000,
us2000afpq,42.588500,-111.425400,10.000000,1504565487.010000,0.350000,33.023430,119.000000,0,3.200000,1507771328.040000,
us2000afpu,42.629200,-111.436100,6.960000,1504565749.220000,0.590000,31.355580,123.000000,0,3.300000,1507771403.040000,
us2000afpx,42.576300,-111.424900,4.070000,1504566090.130000,0.420000,33.912950,118.000000,0,2.700000,1508188818.040000,
us2000afpz,35.661800,-97.183000,5.179000,1504566181.300000,0.480000,0.000000,18.000000,0,3.700000,1505537834.400000,
us2000afq4,42.610500,-111.461900,2.540000,1504566813.450000,0.440000,34.246520,138.000000,0,3.000000,1511309674.740000,
us2000afq6,42.448700,-111.644600,5.090000,1504566882.570000,1.410000,38.582930,47.000000,0,3.800000,1511309676.390000,
us1000ax6t,42.582600,-111.441100,10.000000,1504566885.670000,0.230000,34.468900,120.000000,0,3.700000,1509144054.548000,
us2000afqa,-15.144300,-71.686400,125.410000,1504566959.540000,1.080000,358.476560,120.000000,0,4.200000,1505602223.040000,
us2000ax00,42.578700,-111.450100,12.550000,1504567051.640000,0.380000,35.358420,132.000000,0,2.600000,1508191113.040000,
us2000afqb,42.621600,-111.523500,7.230000,1504567211.370000,0.780000,38.138170,81.000000,0,2.600000,1511309436.220000,
us2000afqj,42.577300,-111.452200,1.690000,1504567740.340000,0.350000,35.580800,136.000000,0,2.700000,1511309679.070000,
us2000afqz,12.205200,-87.873800,10.000000,1504568636.800000,0.970000,104.629790,176.000000,0,4.400000,1508190186.040000,
us2000afwr,18.823800,-64.300000,29.350000,1504569284.030000,0.580000,73.718970,224.000000,0,2.600000,1508190752.040000,
us2000afri,42.579600,-111.466200,12.250000,1504569793.850000,0.790000,36.359130,158.000000,0,2.800000,1511309437.570000,
us2000afrt,42.584400,-111.423100,13.520000,1504570854.260000,0.610000,33.134620,133.000000,0,2.500000,1511309683.710000,
us2000afrz,42.592600,-111.437800,12.460000,1504571118.340000,0.290000,33.579380,121.000000,0,2.900000,1508190532.040000,
us2000afs4,42.603000,-111.472000,5.200000,1504571680.790000,0.450000,35.358420,46.000000,0,4.100000,1508190769.453000,
us2000afsu,42.597400,-111.445000,10.000000,1504575159.450000,0.230000,33.801760,122.000000,0,4.200000,1508200383.884000,
us2000afst,37.580000,-97.770000,4.060000,1504575173.340000,0.210000,33.912950,84.000000,0,2.800000,1508200356.040000,
us2000arnk,-47.889800,102.885300,10.000000,1504575727.890000,0.430000,2098.488870,90.000000,0,4.700000,1507784214.040000,
us2000aftn,42.577100,-111.445900,10.000000,1504577139.510000,0.450000,35.136040,121.000000,0,3.100000,1508200443.040000,
us2000aftx,42.571300,-111.483100,8.770000,1504577860.850000,0.570000,38.026980,83.000000,0,2.500000,1511309694.210000,
us2000afu0,59.550000,-136.887600,10.000000,1504578090.940000,0.710000,48.923600,102.000000,0,3.000000,1508200835.040000,
us2000afu4,42.580900,-111.437100,10.000000,1504578512.330000,0.980000,34.357710,93.000000,0,3.600000,1511309695.880000,
us2000aful,-16.243700,167.978100,181.330000,1504579801.300000,0.690000,507.359970,25.000000,0,5.500000,1507521110.326000,
us2000arns,-4.131100,134.281000,27.450000,1504580228.320000,0.580000,262.186020,68.000000,0,4.600000,1507782878.040000,
us2000afxy,19.262200,-68.908800,35.000000,1504580625.620000,0.720000,99.626240,199.000000,0,2.600000,1508201235.040000,
us2000afuy,42.588500,-111.387700,10.000000,1504581129.270000,0.650000,30.577250,85.000000,0,3.900000,1510705935.210000,
us2000ag21,42.604600,-111.498400,10.000000,1504581157.890000,0.620000,37.137460,82.000000,0,3.900000,1510706536.299000,
us2000afv7,42.620000,-111.556600,10.000000,1504581669.190000,0.890000,36.915080,58.000000,0,3.900000,1508201723.425000,
us2000afvi,42.607900,-111.484700,10.000000,1504582731.390000,0.590000,36.025560,56.000000,0,3.000000,1508201728.040000,
us2000afvx,58.418300,-137.138900,0.000000,1504584553.040000,1.490000,0.000000,0.000000,0,2.300000,1508204712.040000,
us2000afw0,42.587900,-111.452400,10.000000,1504586074.710000,0.350000,34.913660,56.000000,0,3.100000,1508206986.040000,
us2000afwb,-2.863800,129.534900,45.400000,1504586422.550000,0.850000,301.436090,63.000000,0,4.200000,1507781150.040000,
us2000afwg,-33.097200,-72.256400,16.120000,1504587292.520000,0.540000,58.374750,180.000000,0,4.000000,1508207161.040000,
us2000afwk,61.729500,-150.836600,58.800000,1504588103.210000,0.270000,0.000000,0.000000,0,2.300000,1507708783.040000,
us2000afx7,42.599200,-111.470900,2.420000,1504591440.220000,0.520000,35.469610,126.000000,0,2.700000,1508330473.040000,
us2000arnr,-5.513800,154.436200,122.780000,1504591592.290000,0.560000,291.095420,128.000000,0,4.500000,1507802188.040000,
us2000agjj,44.757200,-70.535100,5.600000,1504592389.090000,0.350000,51.258590,105.000000,0,1.600000,1504674495.040000,
us2000aghm,26.578900,127.767500,46.020000,1504594607.730000,0.860000,57.707610,72.000000,0,4.500000,1507712988.040000,
us2000ag1n,19.953500,-64.071500,35.000000,1504597233.700000,0.470000,193.915360,245.000000,0,2.900000,1508505650.040000,
us2000afyn,42.590000,-111.446300,4.400000,1504599140.570000,0.580000,34.357710,122.000000,0,3.400000,1508505540.083000,
us2000afyp,42.580600,-111.451500,2.900000,1504599194.830000,0.530000,35.358420,122.000000,0,4.300000,1511371436.294000,
us2000alnu,51.718600,178.373900,125.620000,1504599820.630000,0.440000,27.241550,269.000000,0,2.600000,1506065175.040000,
us2000afz5,55.733200,-152.920500,11.800000,1504599839.120000,0.740000,0.000000,0.000000,0,4.700000,1508505595.040000,
us2000ag0e,42.644400,-111.472700,5.970000,1504604830.120000,0.290000,32.801050,130.000000,0,3.500000,1507735920.602000,
us2000ag0i,43.613000,-127.481700,10.000000,1504605119.340000,1.260000,268.635040,183.000000,0,4.300000,1508321660.040000,
us2000ag0q,42.581700,-111.433200,2.100000,1504605721.740000,0.250000,34.024140,119.000000,0,3.200000,1507791768.040000,
us2000aru7,3.504700,-31.176100,10.000000,1504608979.890000,1.120000,1514.074230,99.000000,0,4.900000,1507726577.040000,
us2000as14,58.475500,-137.009200,0.000000,1504610489.960000,0.690000,0.000000,0.000000,0,2.100000,1507641867.040000,
us2000ag1l,8.241100,-82.861400,24.570000,1504610911.830000,1.090000,36.692700,85.000000,0,4.500000,1507555102.040000,
us2000ag1p,42.606200,-111.445400,5.240000,1504611500.480000,0.370000,33.357000,123.000000,0,2.900000,1507646459.040000,
us2000alnx,51.362300,-178.577400,66.300000,1504612758.170000,0.460000,0.000000,0.000000,0,2.500000,1507548707.040000,
us2000ag26,53.522600,-162.852900,9.660000,1504614504.610000,0.860000,137.875600,95.000000,0,4.100000,1507547210.040000,
us2000ag2m,60.932300,-147.047200,25.900000,1504618520.090000,0.740000,0.000000,0.000000,0,2.600000,1506449584.040000,
us2000ag2y,60.932700,-147.040700,24.800000,1504621757.890000,0.620000,0.000000,0.000000,0,2.500000,1506452115.040000,
us2000ag3c,42.623700,-111.499000,9.510000,1504622801.690000,0.820000,35.469610,141.000000,0,2.700000,1507060139.040000,
us2000ag3n,60.329700,-143.049700,11.800000,1504624810.910000,0.680000,0.000000,0.000000,0,3.000000,1506455203.040000,
us2000ag3v,9.952500,126.600900,10.000000,1504624884.790000,0.540000,1017.610880,91.000000,0,4.700000,1506455347.040000,
us2000arp1,-55.962800,-122.269700,10.000000,1504624888.770000,0.740000,3057.391430,162.000000,0,4.900000,1506456451.040000,
us2000ag3y,44.321300,-124.332700,20.350000,1504626490.680000,0.780000,18.902300,252.000000,0,2.800000,1504904531.102000,
us2000ag4k,49.017900,-125.474300,32.890000,1504627714.670000,0.350000,6.560210,90.000000,0,3.800000,1511554541.040000,
us2000alp1,54.416700,-163.073900,60.070000,1504629032.970000,0.400000,53.704770,179.000000,0,2.600000,1506457368.040000,
us2000aruc,-3.769300,138.995100,69.070000,1504629800.490000,1.240000,754.646530,129.000000,0,4.200000,1506458464.040000,
us2000arpa,-55.840900,-26.179000,10.000000,1504631342.900000,0.960000,681.149940,77.000000,0,4.700000,1507757208.040000,
us2000arpd,29.232900,139.720700,444.140000,1504632239.170000,0.750000,338.351170,97.000000,0,4.100000,1506636714.040000,
us2000arp2,-8.038100,107.047600,28.990000,1504632418.350000,0.540000,147.993890,96.000000,0,4.300000,1507758562.040000,
us2000arud,-55.871500,-26.076800,10.000000,1504633919.650000,0.930000,688.043720,90.000000,0,4.900000,1507757286.040000,
us2000arp3,-18.369500,-174.029700,10.000000,1504634109.560000,0.990000,439.311690,123.000000,0,4.400000,1506702751.040000,
us2000arp4,7.851900,93.267400,51.550000,1504634796.970000,1.030000,424.078660,174.000000,0,4.900000,1506706745.040000,
us2000arp6,-55.851500,-25.960400,10.000000,1504636915.370000,0.880000,694.826310,81.000000,0,4.900000,1507757121.040000,
us2000arue,-55.813600,-25.896200,10.000000,1504636993.080000,0.420000,2076.139680,129.000000,0,4.600000,1507757382.040000,
us2000ag8q,-6.665000,130.223800,99.830000,1504637679.080000,0.850000,187.688720,37.000000,0,5.000000,1506717163.040000,
us2000arp7,22.086000,121.639600,10.000000,1504637747.410000,0.670000,99.292670,132.000000,0,4.200000,1506723112.040000,
us2000arp8,-14.611700,167.231400,194.300000,1504638575.330000,1.270000,727.071410,145.000000,0,4.200000,1506797591.040000,
us2000ag9g,14.896700,-94.154500,31.440000,1504639056.440000,1.300000,230.608060,159.000000,0,4.500000,1507758937.040000,
us2000ag9h,42.598400,-111.477800,10.000000,1504639439.740000,0.810000,36.025560,83.000000,0,2.500000,1511309715.940000,
us2000alp6,55.830700,-160.821700,161.070000,1504641120.450000,1.090000,57.818800,134.000000,0,2.800000,1506807059.040000,
us2000agd8,51.949000,-166.402300,25.030000,1504641548.300000,1.270000,192.136320,221.000000,0,3.700000,1506808127.040000,
us2000agal,42.577800,-111.458100,10.000000,1504642632.130000,1.150000,35.914370,136.000000,0,2.600000,1511309717.590000,
us2000arpb,-15.336500,-174.680800,256.260000,1504644049.530000,0.590000,350.026120,144.000000,0,4.200000,1507067701.040000,
us2000alp7,53.124400,-168.628000,102.430000,1504644055.880000,0.590000,22.793950,163.000000,0,3.100000,1507067970.040000,
us2000alp8,58.353700,-137.139100,0.000000,1504644291.820000,0.960000,0.000000,0.000000,0,2.300000,1507068325.040000,
us2000arpg,-20.516200,-178.136700,568.400000,1504644666.050000,1.060000,504.357840,84.000000,0,4.500000,1507068684.040000,
us2000agbd,42.585500,-111.417400,10.000000,1504644855.420000,0.390000,32.689860,117.000000,0,4.300000,1508249012.988000,
us2000arpc,-0.262800,122.261200,10.000000,1504644923.120000,1.300000,103.073130,108.000000,0,4.300000,1507069189.040000,
us2000agc9,42.595900,-111.437300,6.300000,1504646598.360000,0.380000,33.357000,63.000000,0,4.300000,1508279354.233000,
us2000agcu,32.831300,-100.924000,1.490000,1504647462.200000,0.400000,4.558790,41.000000,0,2.500000,1507153413.040000,
us2000agcy,42.590600,-111.439300,11.570000,1504647798.990000,0.360000,33.801760,121.000000,0,3.000000,1511309722.040000,
us2000agdr,32.674600,59.100100,10.000000,1504650035.160000,0.560000,348.247080,81.000000,0,4.700000,1506484425.345000,
us2000age2,42.582000,-111.431300,5.170000,1504650767.700000,0.360000,33.912950,58.000000,0,3.800000,1508277419.216000,
us2000agek,29.502100,69.989100,25.670000,1504651258.850000,0.890000,555.171670,88.000000,0,4.600000,1506645919.040000,
us2000agep,42.557600,-111.411000,11.560000,1504651619.300000,0.450000,34.357710,63.000000,0,3.000000,1508276435.040000,
us2000ages,42.560200,-111.416200,5.720000,1504652416.470000,0.260000,34.468900,116.000000,0,3.800000,1506899838.320000,
us2000agge,42.586900,-72.237200,5.000000,1504656616.170000,0.780000,8.672820,67.000000,0,1.700000,1505962581.040000,
us2000agg9,10.243700,93.161100,83.980000,1504656655.750000,0.950000,162.448590,43.000000,0,5.000000,1505963086.040000,
us2000aggc,42.563500,-111.409500,10.460000,1504658229.600000,0.250000,33.801760,130.000000,0,2.700000,1511309443.340000,
us2000aggh,42.568200,-111.408800,7.020000,1504659615.480000,0.260000,33.468190,115.000000,0,2.800000,1505690676.040000,
us2000aggl,42.539400,-111.414500,13.460000,1504660122.380000,0.350000,35.914370,130.000000,0,2.900000,1508273242.040000,
us2000as17,59.721900,-136.740600,10.000000,1504662040.350000,1.190000,46.255040,89.000000,0,2.500000,1507497671.040000,
us2000aggx,41.191800,47.880900,10.000000,1504662313.960000,1.150000,289.649950,91.000000,0,4.200000,1505963382.040000,
us2000arpf,-5.752400,151.721100,37.620000,1504662759.580000,0.770000,163.115730,110.000000,0,4.500000,1505964176.040000,
us2000aghb,42.586800,-111.418900,6.700000,1504664530.440000,0.250000,32.801050,118.000000,0,3.200000,1506899926.196000,
us2000aghe,42.604100,-111.444800,7.180000,1504664801.550000,0.300000,33.357000,122.000000,0,3.000000,1511309731.370000,
us2000aghi,42.574700,-111.462400,2.740000,1504665376.520000,0.530000,36.470320,137.000000,0,2.600000,1511309733.120000,
us2000aghl,42.551200,-111.401700,3.410000,1504665524.540000,0.570000,34.246520,129.000000,0,2.800000,1511309734.750000,
us2000aghy,36.171100,-96.916800,7.233000,1504668054.700000,0.330000,0.000000,28.000000,0,3.300000,1507684242.040000,
us2000agi1,59.763100,-136.592000,10.000000,1504668355.540000,0.810000,44.920760,84.000000,0,2.500000,1508207921.040000,
us2000agi8,42.577800,-111.380200,10.000000,1504669549.160000,0.530000,30.910820,86.000000,0,2.600000,1511309738.130000,
us2000agi9,42.589700,-111.430500,10.000000,1504669689.570000,0.800000,33.357000,119.000000,0,3.100000,1508209734.040000,
us2000agid,42.588700,-111.449500,10.000000,1504670141.880000,0.360000,34.691280,57.000000,0,3.200000,1508209935.040000,
us2000akvx,51.815600,-166.211900,10.000000,1504671228.880000,0.530000,211.705760,221.000000,0,3.600000,1508210050.040000,
us2000agis,42.612900,-111.448100,10.000000,1504672062.630000,0.890000,33.134620,83.000000,0,3.000000,1508210115.040000,
us2000agit,42.618400,-111.458100,7.510000,1504672282.890000,0.380000,33.468190,125.000000,0,3.000000,1508210229.040000,
us2000agiu,42.592500,-111.467400,10.000000,1504672588.470000,0.840000,35.691990,56.000000,0,3.400000,1508210355.955000,
us2000agiz,42.576000,-111.446900,10.000000,1504672665.720000,0.700000,35.358420,53.000000,0,4.600000,1508210940.192000,
us2000agjd,42.595900,-111.456300,10.000000,1504673216.740000,0.400000,34.691280,124.000000,0,3.000000,1508211034.040000,
us2000agjk,42.517700,-111.345700,4.090000,1504674156.090000,0.530000,34.024140,103.000000,0,2.600000,1511309742.820000,
us2000agjz,42.572500,-111.434800,6.730000,1504674707.390000,0.510000,34.802470,134.000000,0,2.500000,1511309744.420000,
us2000akvw,58.407600,-137.276800,0.000000,1504675608.790000,1.390000,0.000000,0.000000,0,2.400000,1507714459.040000,
us2000agkl,-30.758600,-71.546600,48.920000,1504676736.460000,1.070000,71.717550,186.000000,0,4.200000,1508331129.040000,
us2000agkq,42.567500,-111.421200,10.000000,1504677387.510000,0.530000,34.246520,132.000000,0,2.800000,1511309749.160000,
us2000agks,60.013400,-148.409400,8.100000,1504677692.690000,1.170000,0.000000,0.000000,0,2.400000,1507718855.040000,
us2000agkt,42.595500,-111.420200,1.180000,1504677758.540000,0.390000,32.245100,133.000000,0,2.600000,1511309750.830000,
us2000agl6,42.656900,-111.454100,10.000000,1504680210.680000,0.490000,31.355580,140.000000,0,2.600000,1511309752.500000,
us2000agm0,43.262200,-78.718200,5.000000,1504682469.950000,1.280000,6.560210,121.000000,0,1.900000,1508332002.040000,
us2000agm1,42.594200,-111.455900,6.190000,1504683141.740000,0.270000,34.802470,123.000000,0,3.800000,1508737900.327000,
us2000agp1,42.588500,-111.441100,7.180000,1504683330.390000,0.430000,34.135330,135.000000,0,4.200000,1509364922.105000,
us2000agmm,42.597700,-111.417300,10.000000,1504683936.000000,0.680000,31.911530,133.000000,0,2.600000,1511309754.220000,
us2000akw2,55.982500,-161.058600,156.920000,1504684180.430000,0.230000,70.160890,193.000000,0,2.500000,1508741976.040000,
us2000agmp,42.605500,-111.466600,2.350000,1504684267.750000,0.320000,34.802470,126.000000,0,3.700000,1508739261.770000,
us2000ax0e,42.587000,-111.410800,10.000000,1504684466.910000,0.180000,32.245100,116.000000,0,3.800000,1508742236.194000,
us2000agna,42.596800,-111.466500,1.300000,1504684509.740000,0.250000,35.358420,125.000000,0,4.200000,1508739434.059000,
us2000agne,32.867000,-100.911200,5.000000,1504684969.120000,1.010000,2.001420,44.000000,0,2.900000,1507803335.040000,
us2000agp7,42.597000,-111.424400,10.000000,1504685992.860000,0.800000,32.467480,134.000000,0,2.900000,1511309757.420000,
us2000agp9,42.593700,-111.461200,10.000000,1504686234.150000,0.580000,35.136040,124.000000,0,2.800000,1507789919.040000,
us2000agpc,42.608400,-111.494000,10.000000,1504686390.610000,0.860000,36.581510,140.000000,0,4.100000,1508740077.847000,
us2000agpy,19.208500,-155.468500,35.817000,1504686750.430000,0.380000,5.448310,97.000000,0,2.800000,1507720259.040000,
us2000agpu,42.579100,-111.447800,3.050000,1504686762.390000,0.300000,35.136040,135.000000,0,2.800000,1511309759.060000,
us2000agq8,42.578100,-111.439800,5.940000,1504687635.860000,0.530000,34.691280,134.000000,0,2.400000,1511309762.270000,
us2000agqn,42.604700,-111.449200,10.000000,1504689053.080000,0.220000,33.690570,123.000000,0,3.700000,1507793785.299000,
us2000arpt,-49.549700,117.596100,10.000000,1504689379.240000,0.580000,1846.865900,140.000000,0,4.400000,1506589264.040000,
us2000agqz,40.795100,-115.984500,7.600000,1504689746.630000,0.230000,33.023430,120.000000,0,2.700000,1506588409.040000,
us2000agrm,42.600400,-111.453400,2.670000,1504691574.090000,0.220000,34.246520,123.000000,0,3.100000,1511309767.260000,
us2000akw5,60.378100,-151.827300,72.500000,1504692080.930000,0.470000,0.000000,0.000000,0,2.200000,1506594743.040000,
us2000agry,42.632600,-111.493300,7.880000,1504692884.970000,0.140000,35.358420,143.000000,0,2.800000,1511309770.500000,
us2000ags5,-15.583600,167.662400,129.400000,1504693055.580000,0.830000,576.075390,183.000000,0,4.700000,1506601773.885000,
us2000ags6,-24.413000,-67.464600,199.310000,1504693719.670000,0.730000,177.236860,52.000000,0,4.500000,1506602944.040000,
us2000agsf,42.568700,-111.431300,3.530000,1504695057.510000,0.300000,34.802470,133.000000,0,2.600000,1511309773.770000,
us2000agsm,42.552900,-111.399800,10.000000,1504696726.850000,0.300000,34.024140,113.000000,0,3.000000,1507794271.040000,
us2000agtj,19.769800,-155.254500,29.713000,1504698045.060000,0.590000,19.680630,105.000000,0,3.300000,1506600910.040000,
us2000agt2,42.601400,-111.437900,6.030000,1504698106.750000,0.160000,33.134620,121.000000,0,3.200000,1507794375.040000,
us2000agt4,42.562100,-111.440300,5.560000,1504698349.300000,0.150000,35.803180,134.000000,0,2.600000,1511309775.550000,
us2000agtf,42.595700,-111.439500,12.640000,1504699756.520000,0.470000,33.579380,135.000000,0,2.700000,1511309778.560000,
us2000agti,-43.045900,-74.319300,15.680000,1504699904.290000,0.460000,53.815960,204.000000,0,4.200000,1508303935.040000,
us2000agtv,42.588300,-111.458600,13.270000,1504701739.860000,0.810000,35.358420,137.000000,0,2.900000,1511309780.280000,
us2000agu9,42.575600,-111.450900,5.420000,1504702980.100000,0.340000,35.580800,135.000000,0,2.500000,1511309783.490000,
us2000arpr,-5.759200,149.521300,150.260000,1504703235.580000,0.680000,320.449580,116.000000,0,4.300000,1506166424.040000,
us2000agum,42.578400,-111.467900,6.410000,1504704558.820000,0.520000,36.581510,78.000000,0,2.800000,1511309785.080000,
us2000agus,46.853200,-112.539000,12.800000,1504704977.550000,0.220000,7.338540,69.000000,0,2.500000,1506166584.040000,
us2000aguu,46.981400,-112.797700,19.870000,1504705196.200000,0.330000,11.230190,121.000000,0,3.200000,1506166819.838000,
us2000agv3,-57.680500,-25.299900,35.000000,1504705509.510000,0.570000,793.674220,69.000000,0,5.000000,1506166860.040000,
us2000arps,13.189700,-89.434700,45.900000,1504705988.730000,0.790000,59.153080,168.000000,0,4.100000,1506167078.040000,
us2000akw9,52.272000,-171.316800,32.530000,1504708122.630000,0.390000,114.414510,200.000000,0,3.900000,1506167267.040000,
us2000agvz,42.561000,-111.401100,9.200000,1504710287.040000,0.320000,33.468190,114.000000,0,3.500000,1507770544.705000,
us2000agwb,35.663800,-97.177000,5.552000,1504710912.700000,0.350000,0.000000,32.000000,0,2.900000,1505697282.214000,
us2000agwv,42.580500,-111.412900,13.400000,1504712242.650000,0.450000,32.801050,152.000000,0,2.500000,1511309791.120000,
us2000agzf,56.117400,-153.136900,3.000000,1504713347.560000,1.130000,0.000000,0.000000,0,2.200000,1507772059.040000,
us2000aru8,-56.156400,-27.876500,117.900000,1504714912.510000,0.450000,586.527250,103.000000,0,4.200000,1505966549.040000,
us2000agz7,37.861300,-112.544200,7.840000,1504715213.560000,0.730000,37.471030,69.000000,0,2.600000,1507769635.040000,
us2000agyd,42.601700,-111.455500,5.620000,1504715213.570000,0.340000,34.246520,137.000000,0,3.100000,1511309475.810000,
us2000agyp,42.560900,-111.431300,10.510000,1504715714.790000,0.590000,35.358420,118.000000,0,3.400000,1507769205.040000,
us2000arpu,-8.113700,120.027100,181.040000,1504716129.850000,0.730000,249.843930,76.000000,0,4.200000,1505966943.040000,
us2000arpv,-10.076300,161.010500,32.530000,1504716532.090000,0.720000,136.096560,130.000000,0,4.400000,1505967304.040000,
us2000agz3,42.555000,-111.406000,7.720000,1504716593.830000,0.300000,34.246520,114.000000,0,2.700000,1507769070.040000,
us2000agz9,42.572900,-111.410300,14.220000,1504716944.850000,0.490000,33.134620,131.000000,0,2.500000,1511309792.760000,
us2000ah1f,19.327600,-67.183600,10.000000,1504719102.260000,0.720000,95.401020,228.000000,0,3.000000,1507062337.040000,
us2000ah0u,42.651700,-111.443900,8.060000,1504720486.300000,0.520000,13.009230,95.000000,0,2.600000,1511309794.390000,
us2000ah14,36.123000,-97.831300,6.920000,1504721146.700000,0.250000,0.000000,26.000000,0,2.600000,1507062333.141000,
us2000ah1i,-23.250100,-66.494500,206.550000,1504721270.060000,0.700000,175.569010,195.000000,0,4.100000,1507062373.040000,
us2000ah1v,-36.697500,-73.972900,10.000000,1504721820.670000,0.550000,70.049700,129.000000,0,4.200000,1507062456.040000,
us2000ah26,42.556700,-111.419100,10.270000,1504722570.860000,0.370000,18.679920,106.000000,0,2.600000,1511309797.510000,
us2000ah3f,-15.415500,-173.666500,71.740000,1504724749.870000,0.810000,262.741970,61.000000,0,5.100000,1507063588.140000,
us2000arpz,-6.475000,146.506700,107.910000,1504727651.400000,0.500000,656.132190,125.000000,0,4.000000,1507071355.040000,
us2000akwc,59.484900,-152.236400,78.200000,1504728339.580000,0.310000,0.000000,0.000000,0,2.100000,1507064560.040000,
us2000arpy,-15.192400,167.761700,136.130000,1504728437.500000,1.450000,619.995440,268.000000,0,4.300000,1507070260.040000,
us2000ah55,42.612300,-111.458600,8.420000,1504729437.660000,0.400000,12.786850,72.000000,0,2.800000,1507063804.010000,
us2000ah60,36.412100,-96.861600,5.013000,1504731734.000000,0.170000,0.000000,35.000000,0,2.700000,1505453761.040000,
us2000ah6l,48.426500,148.848400,391.540000,1504733115.450000,0.650000,485.344350,135.000000,0,4.100000,1506487335.040000,
us2000ah77,-22.176400,-70.289500,34.090000,1504735259.360000,0.590000,22.571570,176.000000,0,4.100000,1506489638.040000,
us2000ah8f,42.566900,-111.434400,10.510000,1504738172.090000,0.260000,17.012070,98.000000,0,2.500000,1511309799.140000,
us2000ah8i,42.664100,-111.446200,6.320000,1504738704.430000,0.280000,12.898040,58.000000,0,2.600000,1506556719.040000,
us2000ah8u,-22.220300,-67.473000,185.570000,1504739279.710000,1.000000,108.632630,52.000000,0,4.300000,1506557516.040000,
us2000aru9,-1.191400,-13.738600,10.000000,1504742047.410000,0.530000,737.634460,137.000000,0,4.300000,1507095634.040000,
us2000ah9m,35.868600,-96.681300,5.785000,1504743226.900000,0.250000,0.000000,43.000000,0,2.400000,1506558029.040000,
us2000ah9r,-24.785200,179.788700,499.490000,1504743871.840000,0.700000,543.274340,49.000000,0,4.900000,1506559616.040000,
