LatGridBinSize 4.0
LonGridBinSize 4.0
# Comment
# This file was generated on 2018/09/21
# Using the following query, run against the QA database:
#  select trunc(doriginlatcached/4)*4 lat, trunc(doriginloncached/4)*4 lon, count(epc.idevent) event_count, 
#         max(dorigindepthcached) max_depth, min(dorigindepthcached) min_depth, 
#         trunc(avg(dorigindepthcached)) avg_depth, 
#         round(min(dprefmagcached),1) min_mag, round(max(dprefmagcached),1) max_mag,
#         round(avg(dprefmagcached),1) avg_mag
#  from eventprefercache epc, eventtracking et
#  where epc.idevent = et.idevent
#    and et.fpubstatus > 2 /* some sort of pub */
#  --  and (doriginlatcached)  between 20 and 70
#  --  and (doriginloncached) between -160 and -100
#  group by trunc(doriginlatcached/4)*4, trunc(doriginloncached/4)*4
#  order by lat, lon
#  ;
#
# First two lines of file must be LatGridBinSize and LonGridBinSize 
# Comment lines are allowed but first character must be '#'
# Header line must be first blank line after the GridSize lines, and must start with "LAT  LON"
LAT  LON   EVENT_COUNT  MAX_DEPTH  MIN_DEPTH  AVG_DEPTH  MIN_MAG  MAX_MAG  AVG_MAG  
-12  -76   144          121        2.58       39         3.3      6.1      4.5      
-12  -72   323          167.77     1          62         3.2      7.1      4.5      
-12  -68   149          261.34     5.52       116        3.9      6.2      4.6      
-12  -64   4            556.44     15.11      151        4.1      6.6      4.9      
-12  -12   67           25.18      7.25       10         4.4      5.4      4.8      
-12  8     1            10         10         10         4.4      4.4      4.4      
-12  12    1            14.96      14.96      14         4.1      4.1      4.1      
-12  20    1            10         10         10         4.6      4.6      4.6      
-12  24    6            15.2       10         13         4.1      5.1      4.5      
-12  28    3            15         10         11         3.9      4.5      4.3      
-12  32    6            36.08      10         17         4.2      4.7      4.4      
-12  36    1            14.19      14.19      14         5.4      5.4      5.4      
-12  40    8            14.62      10         11         4.1      5.2      4.7      
-12  44    120          17         10         10         4.1      5.9      4.6      
-12  48    1            10         10         10         4.8      4.8      4.8      
-12  64    77           27.47      9.74       10         4.2      5.7      4.7      
-12  108   2            14.74      13.95      14         4.5      4.6      4.5      
-12  112   2            12.02      10         11         4.3      4.5      4.4      
-12  116   1            10.3       10.3       10         4.1      4.1      4.1      
-12  120   3            12.26      10         10         4.2      4.5      4.4      
-12  128   1            14.97      14.97      14         4.3      4.3      4.3      
-12  160   1            15.59      15.59      15         4.6      4.6      4.6      
-12  164   1149         542.69     0          110        0        7.1      4.6      
-12  168   153          662.16     7.26       322        4        6.3      4.5      
-12  172   37           637.24     10         273        4.1      6        4.7      
-12  176   10           41.35      9.51       23         4        5        4.7      
-8   -164  1            16.72      16.72      16         4.5      4.5      4.5      
-8   -128  1            43.19      43.19      43         5.4      5.4      5.4      
-8   -112  1            10         10         10         5.4      5.4      5.4      
-8   -108  51           10.97      9.72       10         4.3      5.9      4.8      
-8   -104  1            10         10         10         5.3      5.3      5.3      
-8   -88   1            10.07      10.07      10         4.8      4.8      4.8      
-8   -80   11           46.8       10         30         4.2      5.2      4.7      
-8   -76   139          134.03     0          61         3.6      5.6      4.5      
-8   -72   198          181.77     4.7        96         3.3      6        4.5      
-8   -68   32           655        514.99     608        4        7.6      4.8      
-8   -64   1            15         15         15         4.4      4.4      4.4      
-8   -60   1            14.44      14.44      14         4.6      4.6      4.6      
-8   -52   1            10         10         10         4.4      4.4      4.4      
-8   -48   1            12.5       12.5       12         4        4        4        
-8   -12   47           15.76      7.44       10         4.2      6.1      4.8      
-8   -8    3            10         10         10         4.9      5.5      5.1      
-8   12    1            15.06      15.06      15         4.2      4.2      4.2      
-8   20    1            10         10         10         5.1      5.1      5.1      
-8   24    7            10.62      10         10         4        4.9      4.4      
-8   28    16           35         10         16         4        5.9      4.5      
-8   32    9            14.93      10         10         4        5.1      4.5      
-8   36    1            14.52      14.52      14         4.9      4.9      4.9      
-8   40    8            15.13      9.98       11         4.6      5.4      4.9      
-8   44    1            15.06      15.06      15         4.4      4.4      4.4      
-8   64    52           15.49      9.09       10         4.2      5.7      4.7      
-8   68    3            14.69      10         11         4.4      5.1      4.7      
-8   84    1            10         10         10         5.1      5.1      5.1      
-8   88    5            16.34      4          10         4.4      6.5      4.9      
-8   96    2            14.42      10         12         4.5      4.7      4.6      
-8   100   6            17.35      10         13         4.4      5.2      4.8      
-8   104   146          71.04      4.12       31         3.9      6.7      4.5      
-8   108   246          150.37     5.99       52         3.5      5.5      4.4      
-8   112   327          199.83     1          45         3.8      6.2      4.4      
-8   116   536          229.29     1          62         3.8      6.9      4.5      
-8   120   326          268.54     1          88         3.5      5.7      4.4      
-8   124   231          205.46     1          47         3.8      6.5      4.5      
-8   128   34           228.92     1          77         3.2      5.1      4.4      
-8   132   3            15.48      10         12         4.2      4.3      4.2      
-8   144   19           123.92     4          46         3.8      5.6      4.6      
-8   148   41           122.07     10         45         3.9      5.5      4.5      
-8   152   69           593.36     9.99       24         3.8      5.8      4.5      
-8   156   237          526.82     1          34         3.8      6.8      4.6      
-8   160   1221         138.76     1          34         3.8      7.8      4.6      
-8   164   1351         331.22     1          39         3.6      8        4.7      
-8   168   4            400.24     10         109        4.3      5.6      4.9      
-4   -168  1            10         10         10         4.6      4.6      4.6      
-4   -120  8            59.47      9.9        16         4.5      5.3      4.8      
-4   -108  1            10         10         10         4.4      4.4      4.4      
-4   -104  62           18.16      9.88       10         4.3      6.1      4.8      
-4   -100  10           32.69      10         12         4.4      5.6      4.6      
-4   -96   1            9.97       9.97       9          4.5      4.5      4.5      
-4   -84   2            66.6       35         50         4.2      4.7      4.5      
-4   -80   93           95.45      7.41       41         3.8      6.3      4.5      
-4   -76   79           164.02     7.81       60         3.6      6.1      4.6      
-4   -72   49           565.23     1.05       105        4        7.1      4.6      
-4   -68   1            586.85     586.85     586        4.6      4.6      4.6      
-4   -28   1            15.17      15.17      15         4.8      4.8      4.8      
-4   -12   47           17.78      8.88       10         2.6      5.6      4.7      
-4   -8    37           37.2       9.58       10         3.9      5.4      4.7      
-4   4     1            9.93       9.93       9          4.1      4.1      4.1      
-4   24    3            16.29      10.04      13         4.1      4.3      4.2      
-4   28    17           16.78      10         11         4        5.3      4.5      
-4   32    25           32.17      7.57       12         4.2      5.3      4.6      
-4   36    9            14.98      9.99       11         3.9      4.8      4.4      
-4   64    9            11.35      9.77       10         4.2      5.3      4.6      
-4   68    56           32.73      9.81       11         4.1      5.6      4.6      
-4   72    6            20.76      9.81       11         4.1      5.2      4.6      
-4   80    3            10         10         10         4.6      5.6      5        
-4   88    1            10         10         10         4.4      4.4      4.4      
-4   92    23           24         10         12         4.1      7.8      4.8      
-4   96    4            23.55      10         16         4.3      4.6      4.5      
-4   100   403          215.19     1          42         3.5      6.1      4.6      
-4   104   366          640.21     1          71         3.9      5.9      4.5      
-4   108   73           640.05     9.77       223        3.9      6.6      4.5      
-4   112   32           601.26     9.98       287        4        5.7      4.5      
-4   116   101          625.48     4.42       220        4        6.5      4.4      
-4   120   145          652.53     2.76       337        3.7      7        4.5      
-4   124   419          609.96     8.79       323        3.5      6.8      4.4      
-4   128   1903         391.07     1          136        0        7.1      4.4      
-4   132   210          136.47     1          26         3.2      6.7      4.5      
-4   136   74           153.54     8.65       55         4        5.2      4.4      
-4   140   482          168.85     4          31         3.6      7.5      4.6      
-4   144   890          280.25     7.35       100        2.9      7.1      4.5      
-4   148   1235         599.62     1          73         3.5      7.5      4.5      
-4   152   2800         512.62     0          53         0        7.9      4.6      
-4   156   81           409.34     6.16       65         3.6      5.8      4.5      
-4   160   11           34.99      10         15         4.2      5.2      4.7      
0    -128  1            10         10         10         4.8      4.8      4.8      
0    -108  1            15.51      15.51      15         4.5      4.5      4.5      
0    -104  8            30.81      10         12         4.5      5.1      4.7      
0    -100  49           33.47      9.82       12         4.2      5.8      4.6      
0    -96   31           18.25      9.26       10         4.1      5.1      4.5      
0    -92   16           15.27      9.81       10         4.2      5.6      4.5      
0    -88   46           23.9       9.6        11         3.3      5.8      4.6      
0    -84   59           44.03      6.87       14         4        5.9      4.6      
0    -80   207          84         5          21         3.6      6.2      4.5      
0    -76   321          239.4      2.57       77         2.9      7.8      4.5      
0    -72   32           650.98     10         76         3.9      5.9      4.6      
0    -68   15           31.74      10         16         3.5      4.7      4.2      
0    -60   1            4.5        4.5        4          4.7      4.7      4.7      
0    -52   1            14.11      14.11      14         4.4      4.4      4.4      
0    -40   1            10         10         10         4.5      4.5      4.5      
0    -32   9            10.03      9.9        9          4.4      5.2      4.7      
0    -28   73           21.76      9.65       10         4.1      5.7      4.7      
0    -24   56           18.89      9.97       10         4.2      5.9      4.8      
0    -20   19           12         8.39       10         4        6.5      4.8      
0    -16   88           33         1.53       10         4        7.1      4.8      
0    -12   82           35         1          10         4.1      6.6      4.8      
0    -8    5            13.59      9.86       10         4.2      5.2      4.6      
0    -4    1            10         10         10         5        5        5        
0    0     1            7.16       7.16       7          4.7      4.7      4.7      
0    4     1            15.71      15.71      15         4.6      4.6      4.6      
0    16    1            9.66       9.66       9          4.2      4.2      4.2      
0    20    3            10         9.48       9          4.4      4.5      4.4      
0    24    13           15.66      5.19       11         4.1      5.8      4.7      
0    28    51           40         9.81       12         3.8      6        4.7      
0    32    8            24.95      10         12         4.2      4.7      4.4      
0    36    6            16.32      9.57       11         3.4      5.3      4.4      
0    48    1            10         10         10         4.5      4.5      4.5      
0    60    18           22.99      9.93       11         0        5.5      4.4      
0    64    110          34.48      9.68       13         4.1      5.5      4.6      
0    68    70           15.6       8.63       11         4        5.6      4.6      
0    72    1            10         10         10         4.5      4.5      4.5      
0    76    2            10         9.95       9          4.7      4.7      4.7      
0    80    1            10         10         10         4.5      4.5      4.5      
0    84    8            15.03      9.96       11         4        5.1      4.6      
0    88    216          35         5.22       13         0        7.6      4.7      
0    92    436          67.9       3.78       24         0        8.6      4.5      
0    96    731          207.58     1          49         2.7      6.8      4.5      
0    100   299          305.71     6.06       74         3.7      6.6      4.6      
0    104   5            365.83     10         143        4        4.7      4.3      
0    108   3            23.65      14.95      17         4        4.7      4.4      
0    112   3            15.42      10         11         4.1      4.7      4.4      
0    116   82           83.61      1          30         3.7      6.1      4.5      
0    120   733          673.19     2.83       142        0        6.6      4.5      
0    124   2348         550.8      1          63         2        7.1      4.5      
0    128   962          257.03     5.72       72         3.4      6.6      4.4      
0    132   247          81.66      3.03       29         3.5      6.7      4.4      
0    136   495          138.27     4.03       43         3.4      7        4.5      
0    140   240          119.89     4.86       27         3.8      6.6      4.5      
0    144   275          56.51      1.43       17         3.3      6.9      4.6      
0    148   198          472.48     1          36         3.3      6.4      4.7      
0    152   79           476        5.94       150        4        7.3      4.6      
0    160   1            14.99      14.99      14                                    
4    -164  1            10         10         10         5.1      5.1      5.1      
4    -120  1            10         10         10         4.3      4.3      4.3      
4    -104  7            10         10         10         4.3      5.3      4.7      
4    -100  7            15.2       9.99       10         4.2      4.5      4.3      
4    -96   1            10         10         10         5        5        5        
4    -80   169          62.06      1          13         3.9      6.6      4.7      
4    -76   125          155.75     1          37         3.4      6.7      4.6      
4    -72   327          215.34     4          140        3        6.2      4.4      
4    -68   13           55.1       9.28       30         4        5.4      4.5      
4    -52   1            11.84      11.84      11         3.4      3.4      3.4      
4    -36   29           10.23      0          9          4.2      5.7      4.7      
4    -32   92           32.55      6.94       10         4.1      5.6      4.8      
4    -28   4            15         10         11         4.5      5.4      4.7      
4    32    1            10         10         10         4.4      4.4      4.4      
4    36    5            14.26      10         10         4.2      5.3      4.7      
4    56    7            10         4          9          4.2      5.5      4.7      
4    60    112          15.9       4          10         4        5.6      4.6      
4    64    2            17.99      10         13         2.9      4        3.5      
4    72    1            10         10         10         4.9      4.9      4.9      
4    84    6            15.02      10         11         4.3      5.4      4.6      
4    88    19           35         10         24         4.2      5.7      4.6      
4    92    500          255.81     4.88       33         3.3      6.6      4.6      
4    96    100          187        1.8        38         3.4      6.5      4.5      
4    116   21           50.77      7.25       17         4.1      6        4.7      
4    120   140          644.82     5.3        371        3.9      7.3      4.5      
4    124   1271         564.98     1          86         3.8      6.9      4.5      
4    128   27           86.24      6.51       39         4.1      5.3      4.5      
4    132   10           50.61      9.22       20         3.4      5.4      4.8      
4    136   22           141.17     5          58         4.1      5.6      4.6      
4    144   13           15.42      10         11         4.2      6.3      4.9      
4    148   3            15.94      10         13         4.4      4.8      4.6      
4    152   1            14.88      14.88      14         5.1      5.1      5.1      
8    -172  1            16.47      16.47      16         4.7      4.7      4.7      
8    -104  16           11.98      9.95       10         4.2      6        4.8      
8    -100  41           10.46      5          9          4.1      6.6      4.7      
8    -96   2            15.02      10         12         4.5      4.6      4.5      
8    -92   1            10         10         10         4.3      4.3      4.3      
8    -88   28           53.81      10         28         3.5      6.9      4.6      
8    -84   506          221.24     4.6        47         2.5      7.6      4.5      
8    -80   136          56.43      1.32       21         2.9      6.1      4.4      
8    -76   34           73.58      2.84       36         4        5.9      4.5      
8    -72   33           198.39     5          60         2.9      5.3      4.4      
8    -68   60           65.78      2.74       14         3.7      5.3      4.4      
8    -64   10           62.69      5          13         3.1      5.4      4.2      
8    -60   123          146.18     1          59         3.4      7.3      4.4      
8    -56   6            77         9.73       28         4        4.8      4.4      
8    -40   44           33.01      1.01       11         4.3      5.9      4.7      
8    -36   41           10.51      8.69       9          4.2      5.4      4.7      
8    -8    3            16.88      13.66      15         4.1      4.6      4.4      
8    36    2            16.76      10         13         4.2      4.3      4.3      
8    40    12           16.37      3.41       9          4.1      5        4.5      
8    44    19           23.61      9.45       12         4.1      5        4.6      
8    56    51           16.16      5.36       10         4        6        4.6      
8    84    2            18.13      17.23      17         4.1      4.1      4.1      
8    88    33           35         10         23         4        5.8      4.6      
8    92    152          154.3      7.29       50         3.6      5.7      4.5      
8    96    1            10.08      10.08      10         3.9      3.9      3.9      
8    116   1            15.04      15.04      15         4.6      4.6      4.6      
8    120   221          602.93     1          37         3.8      6.7      4.7      
8    124   1146         584.68     1          43         0        7.6      4.6      
8    132   1            16.24      16.24      16         5        5        5        
8    136   49           51.02      9.74       24         4.1      6.2      4.7      
8    140   193          117.03     1.48       29         3.9      6.4      4.7      
8    144   34           122.56     10         26         4.1      5.4      4.6      
8    148   1            10         10         10         4.8      4.8      4.8      
12   -104  14           41.54      0          13         4.1      4.9      4.4      
12   -100  7            15.36      10         11         4        5.5      4.7      
12   -96   151          63.6       2          15         2.9      5.7      4.3      
12   -92   1570         238.9      1          40         0        8.2      4.4      
12   -88   1276         255.99     1          56         0        7.4      4.4      
12   -84   250          209.37     0          59         2.2      6.2      4.4      
12   -80   2            20.52      10         15         4        4.4      4.2      
12   -76   1            14.12      14.12      14         4.5      4.5      4.5      
12   -72   7            37.38      7.37       23         4.4      5.2      4.7      
12   -68   12           32.9       9.3        21         2.8      4.8      4.1      
12   -60   67           174.69     5.7        81         0        5.8      4.3      
12   -56   39           84.8       4.78       20         3.8      6.5      4.6      
12   -52   2            28         14.56      21         4.7      5.6      5.1      
12   -48   6            10         10         10         4.3      6        5.1      
12   -44   54           16.57      8.8        10         4.2      6        4.8      
12   -40   4            10         10         10         4.4      4.8      4.6      
12   -24   1            8.92       8.92       8          4.3      4.3      4.3      
12   36    6            16.48      10         11         4.3      5        4.6      
12   40    16           16.19      2.6        11         4.1      5.7      4.7      
12   44    34           20.49      7.46       11         3.9      5.1      4.4      
12   48    108          34.94      9.67       11         4        6        4.6      
12   52    97           27.07      9.09       10         4        5.9      4.4      
12   56    65           14.75      9.68       10         4        5.4      4.4      
12   88    7            29.3       27.18      27         4.4      4.7      4.5      
12   92    155          136.26     3.61       38         2.7      5.8      4.6      
12   96    15           48.14      8.36       24         4.1      5.1      4.5      
12   104   1            16.41      16.41      16         4.5      4.5      4.5      
12   108   1            10         10         10         4.2      4.2      4.2      
12   116   45           137.38     1          43         4.2      6        4.7      
12   120   288          249.57     7.46       81         4        6.2      4.6      
12   124   103          273.08     7.9        45         4        5.7      4.6      
12   140   274          237.69     5.51       67         3.5      6        4.6      
12   144   781          458.24     0          67         3        6.7      4.5      
12   148   4            15.11      10         12         4.1      4.6      4.4      
12   152   2            20.66      10         15         4.6      5.4      5        
16   -156  122          52.28      2.7        25         1.5      4.5      2.9      
16   -152  4774         63.08      -3.38      6          -0.1     6.9      3        
16   -120  2            10         9.93       9          4.5      4.7      4.6      
16   -116  2            16.18      10         13         4        4.2      4.1      
16   -108  63           46.07      5.39       11         3.5      6.3      4.3      
16   -104  112          59.63      2.3        16         3.7      6.6      4.6      
16   -100  271          163.64     2          27         2.5      7.2      4.3      
16   -96   452          105.87     1          20         2.9      7.4      4.4      
16   -92   448          256.7      1          95         2.8      6.3      4.3      
16   -88   10           67.2       3          26         4        4.7      4.2      
16   -84   44           42.25      5.88       16         3.9      5.4      4.5      
16   -80   42           25.74      6.71       11         4        7.5      4.5      
16   -76   33           27.91      5.05       11         2.6      5.8      4.3      
16   -72   42           29.27      5.13       13         2.4      5        4        
16   -68   1222         211.33     2.06       77         2        5.8      3.1      
16   -64   9307         180.01     0          42         1        6.4      2.8      
16   -60   257          180.9      2.92       54         1.9      6        3.7      
16   -56   3            34.44      10.28      26         4.1      5.6      4.7      
16   -44   45           32.51      8.68       10         4.1      5.7      4.7      
16   -24   2            16.25      15.85      16         4.5      4.9      4.7      
16   -20   1            10         10         10         4.5      4.5      4.5      
16   8     1            10         10         10         4.6      4.6      4.6      
16   36    23           23.94      9.99       11         3.3      5.3      4.3      
16   40    22           17.55      9.87       11         4.1      5.5      4.4      
16   56    1            10         10         10         4.2      4.2      4.2      
16   60    10           15.91      10         12         3.8      5        4.4      
16   68    2            14.86      10         12         4.1      4.3      4.2      
16   72    3            15.46      10         11         4.1      4.4      4.2      
16   84    1            15.79      15.79      15         4.4      4.4      4.4      
16   88    2            47.23      21.4       34         4.3      6        5.2      
16   92    49           85.22      5.99       28         3.4      5.6      4.4      
16   96    63           68.13      1          13         2.9      6.1      4.6      
16   100   2            18         13.27      15         4.5      4.5      4.5      
16   104   2            13.85      10         11         4.4      4.6      4.5      
16   112   1            10         10         10         4.3      4.3      4.3      
16   116   46           85.07      1          30         4        5.5      4.6      
16   120   287          187.24     1          32         3.9      5.7      4.6      
16   124   3            28.27      10         17         4.4      4.7      4.6      
16   140   2            35         10         22         4.3      4.4      4.4      
16   144   946          618.79     2.09       165        3.3      7.7      4.4      
16   148   23           40.81      10         25         4.1      4.7      4.4      
20   -156  64           65.162     0          22         2.4      4.5      3.1      
20   -152  111          50         0.965      22         2        4.4      2.8      
20   -116  1            10         10         10         4.9      4.9      4.9      
20   -112  2            13.82      10         11         3.8      4.2      4        
20   -108  38           45.39      3.3        12         3.9      6.1      4.4      
20   -104  11           29.35      10         14         3.2      4.8      4.3      
20   -100  4            27.11      6.7        13         3.6      4.5      4        
20   -96   4            16.6       5          8          4        4.3      4.1      
20   -92   3            15.07      5          11         3.9      4.2      4.1      
20   -84   1            15.43      15.43      15         4        4        4        
20   -80   9            16.13      10         12         4        5        4.3      
20   -72   2            10         10         10         4.1      4.4      4.3      
20   -68   2            36.84      17.19      27         2.6      4.4      3.5      
20   -64   10           24.24      10         15         2.3      4.7      4.1      
20   -60   2            10         9.99       9          4.6      5.3      5        
20   -56   1            10         10         10         4.9      4.9      4.9      
20   -44   57           10.32      9.83       10         4.4      6.1      4.8      
20   -12   14           15.04      0          10         3.9      4.5      4.2      
20   -8    7            18.57      10         13         4        4.7      4.2      
20   4     1            15.82      15.82      15         4.2      4.2      4.2      
20   36    4            10         9.98       9          4.2      4.4      4.3      
20   48    1            15.2       15.2       15         4.3      4.3      4.3      
20   60    10           15.99      10         11         4        5.4      4.5      
20   64    4            29.91      9.25       14         4.1      4.5      4.3      
20   68    6            23.65      9.89       14         4        5        4.4      
20   80    2            14.75      12.18      13         4.7      5        4.8      
20   84    2            14.79      10         12         4.5      4.5      4.5      
20   88    12           46.27      10         25         3.9      4.7      4.3      
20   92    192          151.33     4          67         4        6.9      4.6      
20   96    34           64.03      9.87       18         4.1      5.2      4.4      
20   100   40           43.87      8          13         3.4      6.1      4.5      
20   104   4            14.63      10         12         4.2      4.7      4.5      
20   108   2            14.79      10         12         4.2      4.4      4.3      
20   112   3            15.46      10.19      12         4.4      4.5      4.5      
20   116   9            24.22      7          13         4        4.6      4.3      
20   120   577          199.53     1          24         2.6      6.4      4.5      
20   124   42           53.32      6.21       16         4        5.1      4.5      
20   136   2            14.97      14.87      14         4.2      4.7      4.5      
20   140   359          342.8      5.67       143        3.7      6.3      4.5      
20   144   296          201.72     1.08       44         3.9      6.2      4.5      
20   148   1            10         10         10         4.5      4.5      4.5      
24   -132  1            10         10         10         4.5      4.5      4.5      
24   -120  2            15.95      10         12         4.9      4.9      4.9      
24   -116  1            12.33      12.33      12         4.1      4.1      4.1      
24   -112  5            20.26      8.72       14         4        4.5      4.3      
24   -108  110          28.58      5          11         3.1      6.7      4.5      
24   -104  54           19.15      2          12         2.8      5.4      4.1      
24   -96   14           40.6       1          16         3        4.3      3.9      
24   -92   2            10         1.04       5          2.9      4.3      3.6      
24   -88   1            10         10         10         4.6      4.6      4.6      
24   -64   1            2.08       2.08       2          5.2      5.2      5.2      
24   -44   52           16.87      9.88       10         4.3      5.4      4.7      
24   -40   2            10         10         10         4.3      4.8      4.6      
24   -16   5            25.5       7.48       16         4.1      5.4      4.6      
24   32    5            14.88      4.97       11         3.2      4.7      4.2      
24   36    2            14.99      10         12         4.1      4.2      4.2      
24   48    4            24         10         13         4        4.9      4.4      
24   52    165          43.85      1.5        14         3.6      5.4      4.4      
24   56    155          76.36      1          17         3.3      6.1      4.4      
24   60    39           85         10         30         3.8      6.3      4.5      
24   64    117          52         9.97       19         3.8      7.7      4.6      
24   68    9            19.25      8.47       13         3.9      4.6      4.4      
24   72    2            14.2       10.67      12         3.7      4        3.9      
24   76    2            10.02      10         10         3.6      4        3.8      
24   80    1            10         10         10         4.6      4.6      4.6      
24   84    281          52.91      2.64       11         3.4      7.3      4.4      
24   88    68           64.1       8.4        26         3.4      6.9      4.4      
24   92    155          149.45     7.87       70         4        6.7      4.5      
24   96    91           116.86     8          35         3.9      5.9      4.5      
24   100   83           57.06      6          20         3.8      6.2      4.5      
24   104   14           19.49      9.75       14         4.1      5.6      4.6      
24   108   6            24.5       10         14         4        5.4      4.5      
24   112   1            10         10         10         4.4      4.4      4.4      
24   116   4            17.8       10.63      14         4.1      4.6      4.2      
24   120   498          300.33     2.57       42         0        6.4      4.5      
24   124   301          238.58     1          62         3.7      6.9      4.5      
24   128   218          98.49      4.97       22         3.8      6        4.7      
24   132   1            16.03      16.03      16         4.8      4.8      4.8      
24   136   51           545.19     14         452        4        6.5      4.6      
24   140   439          686.39     1          123        3.8      7.8      4.5      
24   144   33           37.47      10         19         4        5.2      4.6      
28   -116  53           26.1       0          10         2.3      6.3      3.4      
28   -112  213          135.3      0          11         2.4      6.9      3.7      
28   -108  6            18.04      10         12         3        4        3.5      
28   -104  26           15.17      4.25       7          2.5      4.2      3        
28   -100  108          14.55      1.15       4          1.3      4        2.8      
28   -96   38           16.38      0          5          2.1      4.7      3        
28   -92   18           6.22       4.69       5          2.1      4.8      3.1      
28   -88   1            4.96       4.96       4          2.7      2.7      2.7      
28   -76   5            0          0          0          3.7      3.8      3.7      
28   -72   1            19.04      19.04      19         4.4      4.4      4.4      
28   -64   3            14.89      6.76       10         4.1      4.5      4.4      
28   -44   1            10         10         10         4.6      4.6      4.6      
28   -40   114          15.63      9.53       10         4.2      5.6      4.7      
28   -8    3            16.12      10         12         4.1      4.8      4.4      
28   24    2            11         10         10         4.2      4.4      4.3      
28   28    7            14.46      10         11         3.3      5.1      4.2      
28   32    9            22         10         15         3.7      5.5      4.4      
28   44    11           16.35      10         12         4        4.7      4.3      
28   48    304          46.88      5          15         3.6      6.6      4.4      
28   52    83           52.18      5.4        15         2.9      5.1      4.3      
28   56    141          104.32     2.04       16         3.3      6.1      4.5      
28   60    15           80         8.47       30         4        7.8      4.8      
28   64    51           88.37      1          19         3.6      5.5      4.4      
28   68    53           51.34      2.64       22         3.7      5.6      4.4      
28   72    7            60.73      10         42         3.1      4.5      4.1      
28   76    33           41.31      9.95       18         3.2      5.1      4.4      
28   80    57           48.06      9.03       22         4        5.4      4.5      
28   84    131          67.97      4.44       17         3.7      7.8      4.4      
28   88    12           79.42      10         33         4        4.9      4.4      
28   92    75           40.39      8          23         3.1      6.4      4.4      
28   96    70           66.57      5          19         4        5.7      4.5      
28   100   137          73.39      9          17         3.6      6.6      4.5      
28   104   79           49.72      8.67       21         3.9      5.3      4.4      
28   108   15           44.42      10         17         4        5.1      4.5      
28   112   3            14.09      8.04       10         4        4.6      4.2      
28   116   2            15.04      10         12         3.3      4.2      3.7      
28   124   15           267.53     10         128        4.1      5.7      4.5      
28   128   416          403.91     1.65       49         3.2      6.7      4.6      
28   132   37           49.12      4.71       18         4        5.8      4.6      
28   136   209          553.91     4.7        390        3.8      6.8      4.4      
28   140   562          449.38     1          33         3.6      6.2      4.6      
28   144   1            13.48      13.48      13         4.5      4.5      4.5      
28   148   1            15         15         15         5.5      5.5      5.5      
28   176   1            10         10         10         4.9      4.9      4.9      
32   -148  1            10         10         10         4.9      4.9      4.9      
32   -124  1            9.99       9.99       9          3.6      3.6      3.6      
32   -120  101          18.923     -0.28      6          1.3      4.5      2.9      
32   -116  1065         32.31      -1.07      8          1.2      5.3      2.9      
32   -112  503          37.3       0          8          1.1      5.5      3.2      
32   -108  84           12.77      0          4          2        5.3      3        
32   -104  36           13.01      0          4          2.5      3.9      3        
32   -100  74           6.96       1.11       4          2.1      4.8      2.8      
32   -96   3071         19.4       0          5          1.1      5.6      2.8      
32   -92   77           10.15      0.05       3          1.5      4        2.6      
32   -88   56           23.86      0          8          2        3.9      2.7      
32   -84   98           24.62      0          10         1.7      3        2.5      
32   -80   84           24.45      0          5          1.4      4.1      2.4      
32   -76   3            14.2       3.8        7          2.1      2.6      2.4      
32   -64   1            15.38      15.38      15         4.2      4.2      4.2      
32   -56   1            10         10         10         4.2      4.2      4.2      
32   -40   17           14.84      9.85       11         4.1      5.2      4.6      
32   -36   36           17.31      9.88       11         4.3      5.9      4.8      
32   -32   14           19.16      9.13       10         4.3      5.5      4.7      
32   -16   1            10         10         10         4.6      4.6      4.6      
32   -12   1            23.8       23.8       23         3.9      3.9      3.9      
32   -8    4            44.37      10         22         4.2      4.6      4.5      
32   -4    14           111.35     9.97       20         2.8      4.8      4.2      
32   0     63           21.43      0          10         3.4      6.3      4.5      
32   4     14           26.41      10         12         3.9      5.2      4.4      
32   8     6            20.2       10         12         4.2      5.1      4.5      
32   12    4            14.89      9.93       12         3        4.7      4.2      
32   16    1            31.7       31.7       31         4.3      4.3      4.3      
32   20    136          66.27      6.39       27         2.8      6.6      4.3      
32   24    402          124.01     0          21         3.2      6.1      4.3      
32   28    67           99         1          34         3.7      5.7      4.2      
32   32    36           71.11      5          22         2.9      5.4      4.1      
32   36    3            27.18      10         15         4.2      4.4      4.3      
32   44    376          57.23      5          13         2.7      7.3      4.4      
32   48    65           62.81      2          15         3.7      4.9      4.3      
32   52    22           37.9       5          11         3.8      4.7      4.2      
32   56    31           36.34      7.3        15         3.2      5.6      4.4      
32   60    9            13         10         10         4.1      6.1      4.7      
32   64    3            29.96      8.06       19         4        4.1      4        
32   68    108          219.47     5.28       59         2.9      5.6      4.3      
32   72    89           83.27      5.32       35         3.5      5.6      4.4      
32   76    73           99.87      1.04       41         4        5.4      4.4      
32   80    64           52.06      7.06       20         3.6      6.9      4.5      
32   84    34           44.47      10         19         3.7      5.1      4.4      
32   88    47           62.21      9.11       20         3.9      5.2      4.4      
32   92    46           46.66      8          25         3.3      5.9      4.5      
32   96    16           18.51      10         12         4.1      5.1      4.5      
32   100   24           15.17      8.62       10         4        6.5      4.5      
32   104   41           44.53      8          16         4        5.9      4.6      
